epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,3338.41,0.38012,0.28982,0.98651,0.9842,0.9759,0.98853,0.89867,0.43593,0.3184,0.9009,0.0007724,0.0007724,0.0007724
188,3356.27,0.38102,0.29575,0.98935,0.97258,0.9759,0.98706,0.90987,0.46234,0.33867,0.93087,0.0007658,0.0007658,0.0007658
189,3374.14,0.38079,0.29764,0.98892,0.98498,0.9759,0.9885,0.90135,0.4356,0.31747,0.89567,0.0007592,0.0007592,0.0007592
190,3392.01,0.3761,0.28417,0.98644,0.99781,0.9759,0.98836,0.9295,0.41747,0.29477,0.8881,0.0007526,0.0007526,0.0007526
191,3409.86,0.37407,0.28181,0.9933,0.98449,0.9759,0.9879,0.91619,0.45385,0.31914,0.91472,0.000746,0.000746,0.000746
192,3427.75,0.37964,0.31591,0.98897,0.98194,0.9759,0.98687,0.91723,0.44834,0.3299,0.90954,0.0007394,0.0007394,0.0007394
193,3445.63,0.38075,0.29499,0.99551,0.98587,0.9759,0.9878,0.91375,0.45939,0.31661,0.9032,0.0007328,0.0007328,0.0007328
194,3463.53,0.36941,0.28653,0.99244,0.97966,0.9759,0.98823,0.91689,0.44058,0.31351,0.90583,0.0007262,0.0007262,0.0007262
195,3481.39,0.36662,0.2778,0.98123,0.96234,0.9759,0.98783,0.91909,0.44032,0.32979,0.90228,0.0007196,0.0007196,0.0007196
196,3499.23,0.36627,0.27667,0.98081,0.99834,0.9759,0.98904,0.91887,0.44993,0.30812,0.91175,0.000713,0.000713,0.000713
197,3517.17,0.36438,0.27627,0.98798,0.98685,0.9759,0.98946,0.9277,0.43664,0.2943,0.89967,0.0007064,0.0007064,0.0007064
198,3535,0.37441,0.28207,0.9899,0.97491,0.9759,0.9888,0.92609,0.43207,0.32639,0.88764,0.0006998,0.0006998,0.0006998
199,3552.84,0.35768,0.27735,0.98122,0.98648,0.9759,0.99034,0.92788,0.45676,0.31714,0.91931,0.0006932,0.0006932,0.0006932
200,3570.64,0.36889,0.27874,0.98098,0.98652,0.9759,0.99062,0.92925,0.42999,0.32731,0.89851,0.0006866,0.0006866,0.0006866
201,3588.47,0.3698,0.28298,0.98416,0.97451,0.9759,0.98898,0.91499,0.45729,0.31133,0.89773,0.00068,0.00068,0.00068
202,3606.42,0.36051,0.28074,0.98222,0.9876,0.9759,0.98893,0.92495,0.44297,0.30368,0.89169,0.0006734,0.0006734,0.0006734
203,3624.28,0.35286,0.26505,0.97579,0.97442,0.95181,0.98101,0.90951,0.46103,0.3118,0.90597,0.0006668,0.0006668,0.0006668
204,3642.11,0.36676,0.28076,0.97605,0.97247,0.9759,0.98965,0.93027,0.41667,0.28693,0.89031,0.0006602,0.0006602,0.0006602
205,3659.95,0.36134,0.27372,0.98127,0.96854,0.96386,0.98884,0.93259,0.43598,0.30824,0.89436,0.0006536,0.0006536,0.0006536
206,3677.9,0.36925,0.28456,0.99492,0.97274,0.96386,0.98262,0.92033,0.46891,0.3071,0.92177,0.000647,0.000647,0.000647
207,3695.73,0.35606,0.26098,0.97114,0.97837,0.9759,0.98871,0.91989,0.44913,0.30706,0.9076,0.0006404,0.0006404,0.0006404
208,3713.58,0.36051,0.26867,0.97995,0.98617,0.9759,0.98966,0.92204,0.44433,0.30588,0.90849,0.0006338,0.0006338,0.0006338
209,3731.42,0.35201,0.26837,0.97631,0.99833,0.9759,0.99034,0.91799,0.42766,0.30243,0.90859,0.0006272,0.0006272,0.0006272
210,3749.25,0.35968,0.27747,0.98235,0.99896,0.9759,0.99033,0.92717,0.45565,0.3237,0.91735,0.0006206,0.0006206,0.0006206
211,3767.09,0.34776,0.27044,0.98052,1,0.97308,0.99079,0.92853,0.44349,0.3081,0.90334,0.000614,0.000614,0.000614
212,3784.93,0.37113,0.2756,0.99343,0.99759,0.9759,0.99116,0.91894,0.44505,0.31021,0.91388,0.0006074,0.0006074,0.0006074
213,3802.8,0.35206,0.26586,0.97787,0.99751,0.9759,0.99119,0.92263,0.44687,0.3217,0.90864,0.0006008,0.0006008,0.0006008
214,3820.65,0.34604,0.26652,0.98008,0.99661,0.9759,0.99051,0.92307,0.44765,0.31229,0.90692,0.0005942,0.0005942,0.0005942
215,3838.49,0.35874,0.27245,0.97934,0.99673,0.9759,0.99041,0.92168,0.42509,0.30538,0.90009,0.0005876,0.0005876,0.0005876
216,3856.35,0.35606,0.2756,0.98529,0.99902,0.9759,0.99073,0.91827,0.42596,0.30786,0.89768,0.000581,0.000581,0.000581
217,3874.22,0.34187,0.26789,0.98009,0.99886,0.9759,0.99267,0.91843,0.45393,0.30032,0.92162,0.0005744,0.0005744,0.0005744
218,3892.09,0.34975,0.27828,0.97659,0.98764,0.96386,0.98319,0.91454,0.45017,0.2945,0.93041,0.0005678,0.0005678,0.0005678
219,3909.9,0.34419,0.26258,0.96707,0.99717,0.96386,0.9835,0.91364,0.46504,0.32051,0.93209,0.0005612,0.0005612,0.0005612
220,3927.73,0.35026,0.26709,0.9793,0.99911,0.9759,0.99083,0.92642,0.43284,0.29112,0.92301,0.0005546,0.0005546,0.0005546
221,3945.61,0.3534,0.27341,0.98245,0.98551,0.9759,0.99006,0.92294,0.41922,0.28066,0.90326,0.000548,0.000548,0.000548
222,3963.45,0.33204,0.26324,0.97202,1,0.97349,0.99035,0.92507,0.42091,0.29126,0.89044,0.0005414,0.0005414,0.0005414
223,3981.27,0.33924,0.26344,0.97347,0.99607,0.9759,0.9904,0.91604,0.42782,0.30145,0.90514,0.0005348,0.0005348,0.0005348
224,3999.15,0.35325,0.27137,0.98458,0.99892,0.9759,0.99073,0.9338,0.4072,0.29841,0.89981,0.0005282,0.0005282,0.0005282
225,4017.19,0.3487,0.27389,0.97629,0.99855,0.9759,0.99089,0.92666,0.42708,0.2861,0.90621,0.0005216,0.0005216,0.0005216
226,4035.04,0.33879,0.25496,0.97274,0.99817,0.9759,0.99116,0.93508,0.4189,0.28685,0.91397,0.000515,0.000515,0.000515
227,4053.03,0.34783,0.26158,0.97193,0.99849,0.9759,0.99093,0.92918,0.42773,0.27833,0.92178,0.0005084,0.0005084,0.0005084
228,4070.93,0.34268,0.26173,0.97214,0.99826,0.9759,0.99034,0.92167,0.42881,0.29486,0.90605,0.0005018,0.0005018,0.0005018
229,4088.83,0.34083,0.27489,0.97412,0.98598,0.9759,0.99061,0.92628,0.42368,0.29679,0.89116,0.0004952,0.0004952,0.0004952
230,4106.71,0.33147,0.2533,0.96106,0.9983,0.9759,0.99045,0.92516,0.4562,0.31056,0.93009,0.0004886,0.0004886,0.0004886
231,4124.59,0.3452,0.26635,0.96735,0.99921,0.9759,0.99057,0.93067,0.43921,0.29385,0.90422,0.000482,0.000482,0.000482
232,4142.46,0.35708,0.26302,0.98887,0.99713,0.9759,0.99008,0.91627,0.43808,0.30471,0.91591,0.0004754,0.0004754,0.0004754
233,4160.32,0.3349,0.26454,0.96062,0.99629,0.9759,0.99067,0.92478,0.43994,0.30014,0.91908,0.0004688,0.0004688,0.0004688
234,4178.18,0.32833,0.2578,0.96262,0.98743,0.9759,0.98996,0.92638,0.4285,0.29987,0.90842,0.0004622,0.0004622,0.0004622
235,4196.05,0.33257,0.26828,0.97297,0.98794,0.98689,0.99118,0.93164,0.43417,0.29573,0.92133,0.0004556,0.0004556,0.0004556
236,4213.94,0.3301,0.25925,0.96052,0.99409,0.9759,0.99112,0.93161,0.43597,0.30474,0.93995,0.000449,0.000449,0.000449
237,4231.83,0.3263,0.25003,0.96556,0.99536,0.9759,0.99082,0.9287,0.42697,0.3013,0.93215,0.0004424,0.0004424,0.0004424
238,4249.72,0.32335,0.24583,0.96314,0.98702,0.9759,0.98888,0.93164,0.41663,0.285,0.91795,0.0004358,0.0004358,0.0004358
239,4267.54,0.33199,0.25443,0.96263,0.98794,0.98698,0.99085,0.93077,0.42278,0.29476,0.91305,0.0004292,0.0004292,0.0004292
240,4285.41,0.321,0.24348,0.9532,0.99843,0.9759,0.99063,0.92672,0.43206,0.3126,0.91366,0.0004226,0.0004226,0.0004226
241,4303.27,0.32669,0.25123,0.96677,1,0.97238,0.99027,0.93047,0.44352,0.31164,0.92254,0.000416,0.000416,0.000416
242,4321.13,0.33086,0.25756,0.96419,0.99494,0.9759,0.98996,0.92813,0.42996,0.27828,0.91743,0.0004094,0.0004094,0.0004094
243,4338.99,0.32269,0.25215,0.9604,0.98652,0.9759,0.98886,0.92691,0.42707,0.30063,0.915,0.0004028,0.0004028,0.0004028
244,4356.85,0.3223,0.25097,0.96487,0.99686,0.9759,0.99027,0.93079,0.40793,0.27961,0.90471,0.0003962,0.0003962,0.0003962
245,4374.71,0.32268,0.24923,0.95651,0.99505,0.9759,0.99113,0.93844,0.40621,0.28329,0.90414,0.0003896,0.0003896,0.0003896
246,4392.7,0.33276,0.25379,0.96605,1,0.97173,0.99141,0.93213,0.41097,0.29221,0.87658,0.000383,0.000383,0.000383
247,4410.51,0.35234,0.29864,0.99581,0.99745,0.9759,0.99124,0.93727,0.40738,0.30152,0.88127,0.0003764,0.0003764,0.0003764
248,4428.37,0.32271,0.24746,0.962,0.99551,0.9759,0.99159,0.93412,0.41245,0.30615,0.88948,0.0003698,0.0003698,0.0003698
249,4446.22,0.30884,0.2401,0.95593,0.99946,0.9759,0.99127,0.93189,0.40886,0.31331,0.88892,0.0003632,0.0003632,0.0003632
250,4464.1,0.31983,0.25105,0.96169,0.98658,0.9759,0.9914,0.9347,0.40694,0.30141,0.89073,0.0003566,0.0003566,0.0003566
251,4481.97,0.3124,0.24316,0.95454,0.98757,0.9759,0.99106,0.93452,0.41034,0.30855,0.89395,0.00035,0.00035,0.00035
252,4499.84,0.32638,0.2477,0.96923,0.99791,0.9759,0.99145,0.93828,0.4095,0.30501,0.88992,0.0003434,0.0003434,0.0003434
253,4517.74,0.3233,0.24398,0.96407,0.99971,0.9759,0.99157,0.93301,0.44841,0.29777,0.94445,0.0003368,0.0003368,0.0003368
254,4535.54,0.32186,0.2482,0.96247,0.97914,0.9759,0.98925,0.93249,0.43343,0.30586,0.91725,0.0003302,0.0003302,0.0003302
255,4553.36,0.30812,0.24055,0.95318,0.9857,0.9759,0.99032,0.93737,0.40847,0.30237,0.88033,0.0003236,0.0003236,0.0003236
256,4571.23,0.3145,0.23886,0.95154,0.98667,0.9759,0.98866,0.94272,0.40883,0.30085,0.87845,0.000317,0.000317,0.000317
257,4589.23,0.31318,0.24395,0.97126,0.98651,0.9759,0.98888,0.93817,0.40915,0.28929,0.88673,0.0003104,0.0003104,0.0003104
258,4607.12,0.31228,0.23755,0.95421,0.99887,0.9759,0.99089,0.93822,0.41502,0.2867,0.89601,0.0003038,0.0003038,0.0003038
259,4624.98,0.28557,0.22574,0.95136,0.99652,0.9759,0.9913,0.93832,0.41623,0.29274,0.89241,0.0002972,0.0002972,0.0002972
260,4642.85,0.29859,0.23019,0.94722,0.99488,0.9759,0.99096,0.93575,0.40001,0.2827,0.88002,0.0002906,0.0002906,0.0002906
261,4660.7,0.30333,0.23729,0.95118,0.99729,0.9759,0.99135,0.9384,0.40447,0.29342,0.8877,0.000284,0.000284,0.000284
262,4678.53,0.30756,0.24201,0.95209,0.99886,0.9759,0.99182,0.93289,0.41492,0.29583,0.89681,0.0002774,0.0002774,0.0002774
263,4696.39,0.30264,0.23191,0.94913,1,0.97207,0.99093,0.93735,0.4108,0.28807,0.89416,0.0002708,0.0002708,0.0002708
264,4714.23,0.3093,0.23789,0.95202,0.99707,0.9759,0.99086,0.93785,0.40704,0.29131,0.88668,0.0002642,0.0002642,0.0002642
265,4732.11,0.30849,0.23758,0.95857,0.99812,0.9759,0.99091,0.93869,0.41568,0.28602,0.89201,0.0002576,0.0002576,0.0002576
266,4749.96,0.30702,0.24517,0.95325,1,0.9729,0.9912,0.9421,0.41581,0.28134,0.89307,0.000251,0.000251,0.000251
267,4767.83,0.30235,0.24032,0.95172,0.99814,0.9759,0.99141,0.93477,0.41355,0.27981,0.89202,0.0002444,0.0002444,0.0002444
268,4785.74,0.29347,0.23542,0.95311,0.99826,0.9759,0.99116,0.93493,0.42248,0.30204,0.89531,0.0002378,0.0002378,0.0002378
269,4803.62,0.31003,0.23593,0.9555,0.99179,0.9759,0.99079,0.9352,0.42281,0.30209,0.90373,0.0002312,0.0002312,0.0002312
270,4821.52,0.31188,0.23882,0.95159,0.99127,0.9759,0.99125,0.93565,0.42435,0.29591,0.90597,0.0002246,0.0002246,0.0002246
271,4839.39,0.29356,0.23159,0.94254,0.99875,0.9759,0.99083,0.93619,0.42998,0.30035,0.90341,0.000218,0.000218,0.000218
272,4857.27,0.2915,0.22885,0.94683,0.98505,0.9759,0.99021,0.93132,0.42514,0.30557,0.9,0.0002114,0.0002114,0.0002114
273,4875.12,0.3078,0.24121,0.95775,0.99717,0.9759,0.99112,0.92838,0.4244,0.2985,0.90203,0.0002048,0.0002048,0.0002048
274,4892.95,0.29362,0.22853,0.94586,0.98775,0.97112,0.99031,0.92548,0.42222,0.28914,0.90374,0.0001982,0.0001982,0.0001982
275,4910.79,0.30063,0.2328,0.95133,0.98646,0.9759,0.99004,0.92646,0.41725,0.28511,0.90026,0.0001916,0.0001916,0.0001916
276,4928.69,0.3127,0.23673,0.95903,0.9878,0.97565,0.98964,0.92352,0.41791,0.28771,0.89466,0.000185,0.000185,0.000185
277,4946.53,0.30267,0.23673,0.95522,0.9878,0.9755,0.9901,0.92687,0.41532,0.28878,0.89295,0.0001784,0.0001784,0.0001784
278,4964.39,0.30055,0.23919,0.95387,0.98449,0.9759,0.99027,0.92241,0.41289,0.28255,0.89674,0.0001718,0.0001718,0.0001718
279,4982.26,0.28768,0.23111,0.9491,0.99877,0.9759,0.99106,0.93045,0.41234,0.27876,0.89258,0.0001652,0.0001652,0.0001652
280,5000.15,0.2943,0.23209,0.94302,0.99757,0.9759,0.99127,0.92589,0.41898,0.28033,0.89437,0.0001586,0.0001586,0.0001586
281,5018.02,0.29983,0.23289,0.9513,0.99582,0.9759,0.99114,0.92718,0.41124,0.27464,0.88522,0.000152,0.000152,0.000152
282,5035.86,0.2807,0.2233,0.9371,0.99806,0.9759,0.99267,0.92798,0.4138,0.2771,0.88848,0.0001454,0.0001454,0.0001454
283,5053.72,0.28837,0.22556,0.94332,0.99743,0.96386,0.99039,0.92172,0.41423,0.28979,0.88316,0.0001388,0.0001388,0.0001388
284,5071.59,0.28976,0.23071,0.94429,0.99884,0.96386,0.99043,0.91512,0.41614,0.29559,0.88364,0.0001322,0.0001322,0.0001322
285,5089.45,0.28764,0.22341,0.94189,1,0.97584,0.99086,0.92224,0.41796,0.29367,0.88795,0.0001256,0.0001256,0.0001256
286,5107.32,0.28447,0.2265,0.94673,1,0.97331,0.99127,0.92442,0.41602,0.29788,0.88603,0.000119,0.000119,0.000119
287,5125.18,0.29307,0.22288,0.94178,0.99951,0.9759,0.99114,0.92528,0.41663,0.29079,0.88849,0.0001124,0.0001124,0.0001124
288,5143.03,0.27976,0.22676,0.94311,0.99401,0.9759,0.99103,0.93385,0.42012,0.28579,0.89145,0.0001058,0.0001058,0.0001058
289,5160.9,0.29117,0.22732,0.9472,1,0.96164,0.99109,0.9313,0.41735,0.28235,0.89334,9.92e-05,9.92e-05,9.92e-05
290,5178.8,0.28432,0.22475,0.94385,0.99278,0.96386,0.99098,0.93531,0.41726,0.27825,0.89267,9.26e-05,9.26e-05,9.26e-05
291,5197.19,0.24059,0.17967,0.88959,0.97424,0.9759,0.99137,0.92478,0.40975,0.26388,0.88825,8.6e-05,8.6e-05,8.6e-05
292,5215.09,0.25383,0.185,0.92521,0.98527,0.9759,0.99341,0.91779,0.4191,0.26798,0.90379,7.94e-05,7.94e-05,7.94e-05
293,5232.9,0.22607,0.16251,0.88353,0.98339,0.9759,0.9932,0.92008,0.42768,0.28083,0.91483,7.28e-05,7.28e-05,7.28e-05
294,5250.65,0.23308,0.15969,0.90528,0.97559,0.9759,0.9929,0.91561,0.42369,0.28211,0.91503,6.62e-05,6.62e-05,6.62e-05
295,5268.45,0.21437,0.15349,0.88161,0.97566,0.96588,0.99187,0.91971,0.41954,0.28904,0.91323,5.96e-05,5.96e-05,5.96e-05
296,5286.28,0.2209,0.15906,0.88216,0.97585,0.97361,0.99141,0.91805,0.41729,0.28887,0.9095,5.3e-05,5.3e-05,5.3e-05
297,5304.08,0.22202,0.16201,0.88478,0.97581,0.97189,0.99109,0.91695,0.41475,0.28918,0.90657,4.64e-05,4.64e-05,4.64e-05
298,5321.98,0.21156,0.15408,0.87548,0.97575,0.96942,0.99141,0.92172,0.41185,0.2847,0.90465,3.98e-05,3.98e-05,3.98e-05
299,5339.79,0.20584,0.14795,0.86323,0.97397,0.9759,0.99135,0.92284,0.40764,0.28126,0.90066,3.32e-05,3.32e-05,3.32e-05
300,5357.55,0.22852,0.16093,0.89003,0.9769,0.9759,0.99146,0.92556,0.40574,0.28154,0.89945,2.66e-05,2.66e-05,2.66e-05
